0,0,-8419.56,-22.8278,0.0464101,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_1.pdb,-
1,1,-9777.09,-24.5379,0.0334221,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_1.pdb,-
2,2,-9799.43,-21.7914,0.0309562,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_1.pdb,-
3,3,-9798.1,-19.039,0.0505968,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_1.pdb,-
4,4,-9815.74,-18.2186,0.0237888,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_1.pdb,-
5,5,-9844.8,-25.2291,0.0205166,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_1.pdb,-
6,6,-9847.94,-25.8873,0.0116891,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_1.pdb,-
7,7,-9849.75,-24.501,0.0108968,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_1.pdb,-
8,8,-9852.76,-19.7529,0.0119095,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_1.pdb,-
10,9,-9858.83,-23.209,0.0157753,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_1.pdb,-
12,10,-9860.66,-24.2023,0.0141528,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_1.pdb,-
18,11,-9863.31,-25.8086,0.0099271,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_1.pdb,-
19,12,-9861.77,-23.7534,0.0113296,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_1.pdb,-
20,13,-9860.91,-21.6597,0.0130037,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_1.pdb,-
21,14,-9859.55,-24.2429,0.0179811,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_1.pdb,-
24,15,-9861.4,-25.0828,0.0121074,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_1.pdb,-
0,0,-8419.56,-22.8278,0.0464101,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_2.pdb,-
1,1,-9785.03,-25.0823,0.0347815,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_2.pdb,-
2,2,-9814.67,-23.1441,0.0260213,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_2.pdb,-
3,3,-9835.2,-24.9904,0.0327946,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_2.pdb,-
4,4,-9838.27,-19.5359,0.0365723,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_2.pdb,-
6,5,-9848.06,-22.3715,0.0283699,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_2.pdb,-
10,6,-9850.22,-23.0064,0.0244595,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_2.pdb,-
14,7,-9850.92,-22.9696,0.0215728,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_2.pdb,-
20,8,-9851.65,-21.1998,0.0236895,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_2.pdb,-
21,9,-9849.15,-26.388,0.0162349,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_2.pdb,-
22,10,-9864.08,-27.1954,0.0248588,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_2.pdb,-
0,0,-8419.56,-22.8278,0.0464101,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_3.pdb,-
1,1,-9779.5,-24.83,0.0244735,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_3.pdb,-
2,2,-9793.75,-23.6212,0.0283984,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_3.pdb,-
3,3,-9839.22,-25.1381,0.0285698,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_3.pdb,-
4,4,-9843.46,-22.5674,0.0234994,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_3.pdb,-
5,5,-9844.53,-25.0286,0.0199278,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_3.pdb,-
6,6,-9848.74,-20.64,0.018629,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_3.pdb,-
7,7,-9847.03,-23.9328,0.0137585,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_3.pdb,-
8,8,-9849.62,-21.8945,0.0151682,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_3.pdb,-
10,9,-9860.34,-27.6269,0.0120619,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_3.pdb,-
18,10,-9859.22,-24.4819,0.0188325,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_3.pdb,-
20,11,-9859.9,-22.479,0.0281676,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_3.pdb,-
21,12,-9855.54,-25.3712,0.0234248,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_3.pdb,-
0,0,-8419.56,-22.8278,0.0464101,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_4.pdb,-
1,1,-9780.4,-24.7491,0.0386779,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_4.pdb,-
2,2,-9809.35,-19.6131,0.0175337,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_4.pdb,-
3,3,-9806.8,-14.6886,0.0413524,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_4.pdb,-
4,4,-9830.24,-19.4423,0.0315487,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_4.pdb,-
5,5,-9840.84,-26.3347,0.0233633,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_4.pdb,-
6,6,-9845.66,-21.3361,0.0365135,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_4.pdb,-
8,7,-9848.97,-19.5917,0.0422658,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_4.pdb,-
10,8,-9851.98,-21.0717,0.0353887,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_4.pdb,-
16,9,-9851.13,-21.311,0.0376507,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_4.pdb,-
18,10,-9853.73,-19.2692,0.0311226,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_4.pdb,-
20,11,-9856.06,-19.2207,0.0418178,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_4.pdb,-
22,12,-9860.68,-22.4719,0.0406721,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_4.pdb,-
0,0,-8419.56,-22.8278,0.0464101,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_5.pdb,-
1,1,-9807.01,-28.8013,0.0366085,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_5.pdb,-
2,2,-9822.56,-27.3049,0.0295257,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_5.pdb,-
4,3,-9826.68,-21.598,0.0305217,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_5.pdb,-
6,4,-9831.1,-16.4928,0.0588945,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_5.pdb,-
7,5,-9832.11,-21.3737,0.0529433,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_5.pdb,-
8,6,-9832.89,-14.5092,0.0641424,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_5.pdb,-
9,7,-9845.96,-25.122,0.0201794,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_5.pdb,-
10,8,-9849.82,-21.6524,0.0224042,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_5.pdb,-
12,9,-9860.52,-28.2192,0.0181947,0,/gpfs/projects/bsc72/ignasi/PhD/strain/second_set/MTAP/OPLS/normal/1CB0/LIG_Pele/output/0/trajectory_5.pdb,-
